epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
247,10299.7,0.16537,0.34597,0.12411,0.76551,0,0.98644,0.98824,0.99048,0.868,0.97915,0.98066,0.98312,0.76505,0.57593,2.30878,0.267,1.2491,0,0.000246006,0.000246006,0.000246006
248,10341.2,0.16931,0.35206,0.12528,0.76742,0,0.98656,0.98862,0.99055,0.86839,0.97838,0.98029,0.98271,0.76609,0.57572,2.31529,0.267,1.24885,0,0.000242941,0.000242941,0.000242941
249,10382.7,0.1662,0.33987,0.12404,0.76638,0,0.98641,0.98844,0.99045,0.86894,0.97836,0.9804,0.98288,0.76709,0.5743,2.31806,0.26688,1.24824,0,0.000239876,0.000239876,0.000239876
250,10424.2,0.16615,0.33954,0.12416,0.76612,0,0.98685,0.98824,0.99036,0.86906,0.97875,0.98014,0.98275,0.76679,0.57335,2.31376,0.26607,1.24676,0,0.000236811,0.000236811,0.000236811
251,10465.7,0.16653,0.34375,0.12439,0.76545,0,0.98663,0.98845,0.99038,0.86897,0.97826,0.97996,0.98231,0.76713,0.57202,2.31836,0.2663,1.24389,0,0.000233746,0.000233746,0.000233746
252,10507.1,0.16395,0.34331,0.12404,0.76551,0,0.98696,0.98848,0.99046,0.86902,0.9785,0.97964,0.98208,0.76688,0.57209,2.3248,0.26661,1.24451,0,0.000230681,0.000230681,0.000230681
253,10548.5,0.16283,0.34155,0.12294,0.76527,0,0.98657,0.9886,0.99049,0.86937,0.97926,0.98004,0.9827,0.76749,0.57146,2.30956,0.26575,1.24401,0,0.000227616,0.000227616,0.000227616
254,10590.9,0.1646,0.33719,0.12339,0.76531,0,0.98655,0.9882,0.99058,0.86943,0.97908,0.97998,0.98295,0.76779,0.57107,2.31762,0.26592,1.24483,0,0.000224551,0.000224551,0.000224551
255,10633.3,0.16557,0.34356,0.12379,0.76558,0,0.98602,0.98833,0.99059,0.86991,0.97803,0.97996,0.98272,0.76787,0.56989,2.31504,0.26519,1.24442,0,0.000221486,0.000221486,0.000221486
256,10675.5,0.16426,0.34168,0.12385,0.76642,0,0.98633,0.98821,0.99061,0.86959,0.97893,0.98013,0.98329,0.76755,0.56936,2.30941,0.26498,1.24357,0,0.000218421,0.000218421,0.000218421
257,10717,0.16301,0.33722,0.12235,0.76652,0,0.98686,0.98803,0.99061,0.8698,0.97959,0.98071,0.98363,0.7671,0.56878,2.31205,0.2645,1.24351,0,0.000215356,0.000215356,0.000215356
258,10758.5,0.16295,0.33415,0.12248,0.76552,0,0.98612,0.98874,0.99059,0.86956,0.97907,0.98118,0.98357,0.76702,0.56888,2.31489,0.26441,1.24511,0,0.000212291,0.000212291,0.000212291
259,10800,0.16408,0.33917,0.12346,0.7668,0,0.98626,0.98885,0.99063,0.86928,0.97879,0.98066,0.98293,0.76693,0.56873,2.30776,0.26493,1.24323,0,0.000209226,0.000209226,0.000209226
260,10841.6,0.16036,0.33441,0.12219,0.76562,0,0.98661,0.9888,0.99062,0.86972,0.97881,0.98076,0.98306,0.76756,0.56946,2.3124,0.26491,1.24446,0,0.000206161,0.000206161,0.000206161
261,10883,0.15999,0.32985,0.1215,0.76546,0,0.9867,0.9888,0.99061,0.86989,0.97876,0.9807,0.98303,0.76814,0.57015,2.33768,0.26532,1.2481,0,0.000203096,0.000203096,0.000203096
262,10925.3,0.16062,0.33751,0.12183,0.76557,0,0.9866,0.98889,0.99059,0.86992,0.97896,0.98124,0.98337,0.76869,0.56944,2.35317,0.26554,1.24848,0,0.000200031,0.000200031,0.000200031
263,10967.7,0.1613,0.33733,0.12153,0.7666,0,0.98644,0.98879,0.99055,0.87016,0.97903,0.98137,0.98355,0.76843,0.56902,2.35246,0.26564,1.24698,0,0.000196966,0.000196966,0.000196966
264,11009.3,0.16031,0.34116,0.1212,0.76592,0,0.98585,0.98879,0.99052,0.86977,0.97898,0.98063,0.98322,0.76872,0.57021,2.35819,0.26622,1.25085,0,0.000193901,0.000193901,0.000193901
265,11050.7,0.16117,0.32868,0.12136,0.76544,0,0.98649,0.98823,0.99054,0.87003,0.97909,0.98063,0.9832,0.76893,0.56903,2.36539,0.2663,1.24967,0,0.000190836,0.000190836,0.000190836
266,11092.9,0.16502,0.33845,0.12316,0.76648,0,0.9868,0.98812,0.99059,0.87013,0.9793,0.98052,0.9831,0.76879,0.57027,2.37286,0.26667,1.25207,0,0.000187771,0.000187771,0.000187771
267,11134.4,0.15893,0.32814,0.12064,0.7641,0,0.98674,0.9883,0.99061,0.86977,0.97878,0.98015,0.98284,0.76882,0.56963,2.37967,0.26657,1.25107,0,0.000184706,0.000184706,0.000184706
268,11178.4,0.15743,0.33435,0.1197,0.76584,0,0.98645,0.98816,0.9906,0.86993,0.97919,0.98083,0.9833,0.7688,0.56946,2.37648,0.26662,1.251,0,0.000181641,0.000181641,0.000181641
269,11219.8,0.15771,0.32778,0.11991,0.7645,0,0.98653,0.98861,0.99059,0.86992,0.97928,0.98124,0.98356,0.76851,0.56902,2.37453,0.26629,1.25219,0,0.000178576,0.000178576,0.000178576
270,11261.4,0.1621,0.33992,0.12144,0.76643,0,0.98662,0.98854,0.99061,0.87009,0.97927,0.98099,0.98341,0.76844,0.56886,2.37652,0.26598,1.25241,0,0.000175511,0.000175511,0.000175511
271,11303,0.15496,0.32557,0.11889,0.76295,0,0.98675,0.9883,0.99063,0.86988,0.97951,0.98094,0.9837,0.76853,0.56847,2.37754,0.26599,1.25233,0,0.000172446,0.000172446,0.000172446
272,11344.5,0.15682,0.33426,0.11964,0.76523,0,0.98667,0.98856,0.99076,0.87044,0.9793,0.9809,0.98371,0.76916,0.56841,2.38231,0.26589,1.25181,0,0.000169381,0.000169381,0.000169381
273,11386.7,0.15603,0.32775,0.1193,0.76485,0,0.98624,0.98841,0.99081,0.87006,0.9786,0.98044,0.98321,0.76925,0.56849,2.3926,0.26608,1.25199,0,0.000166316,0.000166316,0.000166316
274,11428.2,0.15373,0.32349,0.11781,0.76344,0,0.98607,0.98829,0.99073,0.86992,0.97882,0.98061,0.98356,0.76902,0.56801,2.39562,0.26588,1.25203,0,0.000163251,0.000163251,0.000163251
275,11469.7,0.1551,0.32442,0.11825,0.76428,0,0.98623,0.98853,0.99076,0.86995,0.97857,0.98058,0.98328,0.76892,0.56637,2.39334,0.26548,1.25066,0,0.000160186,0.000160186,0.000160186
276,11511.1,0.1547,0.32089,0.11814,0.76403,0,0.98633,0.98838,0.99079,0.86985,0.97918,0.98096,0.98367,0.76915,0.56574,2.39152,0.26552,1.25095,0,0.000157121,0.000157121,0.000157121
277,11552.5,0.15747,0.33297,0.11899,0.76454,0,0.98646,0.98834,0.99079,0.8704,0.97954,0.98123,0.98395,0.76915,0.56522,2.3834,0.26533,1.25132,0,0.000154056,0.000154056,0.000154056
278,11594,0.15395,0.31944,0.11783,0.76328,0,0.986,0.98876,0.99081,0.87002,0.97867,0.98122,0.98354,0.76886,0.56597,2.39146,0.26533,1.25179,0,0.000150991,0.000150991,0.000150991
279,11635.5,0.15658,0.32869,0.11883,0.76398,0,0.98627,0.98849,0.99067,0.86999,0.97909,0.98125,0.9836,0.76887,0.56617,2.39929,0.2652,1.252,0,0.000147926,0.000147926,0.000147926
280,11677,0.15325,0.32034,0.1179,0.76381,0,0.98612,0.9888,0.99068,0.86984,0.97919,0.98158,0.98409,0.76868,0.56673,2.40386,0.26515,1.25275,0,0.000144861,0.000144861,0.000144861
281,11718.4,0.15726,0.32936,0.11913,0.76514,0,0.98623,0.98885,0.99071,0.86996,0.97945,0.98153,0.98377,0.76856,0.56632,2.40979,0.26522,1.25245,0,0.000141796,0.000141796,0.000141796
282,11759.8,0.15449,0.32198,0.11795,0.76448,0,0.98601,0.98878,0.99073,0.86995,0.97903,0.98161,0.98391,0.7685,0.56637,2.41644,0.26549,1.25189,0,0.000138731,0.000138731,0.000138731
283,11801.4,0.15716,0.33502,0.11876,0.76611,0,0.98632,0.9886,0.99075,0.86989,0.97877,0.98091,0.9834,0.76898,0.56718,2.41469,0.26539,1.25365,0,0.000135666,0.000135666,0.000135666
284,11843,0.15475,0.32045,0.11844,0.76426,0,0.98639,0.98871,0.99072,0.87021,0.97934,0.98117,0.98379,0.76916,0.5671,2.41386,0.26512,1.25369,0,0.000132601,0.000132601,0.000132601
285,11884.4,0.15342,0.31982,0.11742,0.76452,0,0.98663,0.98853,0.99076,0.87017,0.97893,0.98061,0.98336,0.76926,0.56652,2.42514,0.26524,1.2531,0,0.000129536,0.000129536,0.000129536
286,11925.8,0.1555,0.32545,0.11791,0.76535,0,0.98677,0.9887,0.99084,0.8699,0.97913,0.98078,0.98344,0.77001,0.5664,2.42294,0.26508,1.2525,0,0.000126471,0.000126471,0.000126471
287,11968,0.15137,0.32271,0.11651,0.76386,0,0.98661,0.98862,0.9908,0.86963,0.97883,0.98028,0.98303,0.77019,0.56664,2.42473,0.26544,1.25361,0,0.000123406,0.000123406,0.000123406
288,12009.5,0.15301,0.32182,0.11736,0.76465,0,0.98672,0.98854,0.99078,0.86981,0.97898,0.98033,0.98314,0.76973,0.56641,2.42054,0.26511,1.25515,0,0.000120341,0.000120341,0.000120341
289,12051,0.15127,0.31853,0.1163,0.76289,0,0.98665,0.98831,0.99077,0.86988,0.9787,0.98009,0.98284,0.76942,0.56675,2.42584,0.26557,1.25652,0,0.000117276,0.000117276,0.000117276
290,12092.5,0.15466,0.32085,0.11799,0.76453,0,0.98641,0.98847,0.99083,0.87019,0.97856,0.98018,0.9831,0.76965,0.56774,2.43132,0.26561,1.25777,0,0.000114211,0.000114211,0.000114211
291,12133.9,0.15382,0.32813,0.11717,0.76414,0,0.98632,0.98836,0.99075,0.87004,0.97825,0.97995,0.98302,0.7694,0.56744,2.42934,0.26529,1.257,0,0.000111146,0.000111146,0.000111146
292,12175.5,0.15222,0.31731,0.1168,0.76415,0,0.98627,0.98837,0.99076,0.87005,0.97852,0.98014,0.98318,0.76905,0.56716,2.43148,0.2654,1.25707,0,0.00010808,0.00010808,0.00010808
293,12217,0.15465,0.32715,0.11725,0.76424,0,0.98618,0.98847,0.99074,0.86958,0.97835,0.97993,0.98296,0.76922,0.56763,2.43534,0.26566,1.25765,0,0.000105015,0.000105015,0.000105015
294,12258.4,0.1531,0.32139,0.11711,0.76555,0,0.98636,0.9885,0.99081,0.86967,0.97854,0.98031,0.9834,0.76922,0.56793,2.43289,0.26548,1.25712,0,0.00010195,0.00010195,0.00010195
295,12299.8,0.15014,0.31335,0.11596,0.76409,0,0.98624,0.98854,0.99077,0.87008,0.97834,0.98021,0.98318,0.76968,0.56773,2.43371,0.26536,1.25648,0,9.88854e-05,9.88854e-05,9.88854e-05
296,12341.3,0.15148,0.3187,0.11618,0.76413,0,0.9864,0.98848,0.99075,0.8701,0.97868,0.98022,0.98325,0.76975,0.56757,2.44201,0.26549,1.25677,0,9.58204e-05,9.58204e-05,9.58204e-05
297,12382.7,0.15021,0.31803,0.11565,0.76438,0,0.98651,0.98842,0.99075,0.8699,0.97923,0.98061,0.98363,0.76971,0.56704,2.43962,0.26569,1.25702,0,9.27554e-05,9.27554e-05,9.27554e-05
298,12424.2,0.14881,0.31433,0.11529,0.76411,0,0.98662,0.98842,0.99082,0.87017,0.97946,0.98085,0.98385,0.76953,0.56707,2.44505,0.26547,1.25796,0,8.96904e-05,8.96904e-05,8.96904e-05
299,12465.7,0.15168,0.32039,0.11617,0.76481,0,0.9867,0.98839,0.9908,0.87014,0.97951,0.98043,0.98347,0.76998,0.5668,2.45309,0.26504,1.25823,0,8.66254e-05,8.66254e-05,8.66254e-05
300,12507.7,0.14909,0.31395,0.11531,0.76392,0,0.98661,0.98818,0.99081,0.87047,0.9794,0.98054,0.98347,0.77048,0.56664,2.45313,0.26479,1.25817,0,8.35604e-05,8.35604e-05,8.35604e-05
301,12549.9,0.14812,0.31367,0.11463,0.76407,0,0.98666,0.98798,0.99079,0.87028,0.97944,0.98048,0.98362,0.7707,0.56634,2.45586,0.26491,1.2588,0,8.04954e-05,8.04954e-05,8.04954e-05
302,12592.1,0.14752,0.31269,0.11446,0.76343,0,0.9867,0.98827,0.99074,0.87035,0.97911,0.98032,0.98332,0.77058,0.56645,2.46126,0.26494,1.25969,0,7.74303e-05,7.74303e-05,7.74303e-05
303,12633.6,0.14918,0.31788,0.11547,0.76392,0,0.98652,0.98809,0.99071,0.87016,0.97907,0.98036,0.98332,0.77044,0.5664,2.46301,0.26505,1.26038,0,7.43653e-05,7.43653e-05,7.43653e-05
304,12675,0.15316,0.32303,0.11662,0.76691,0,0.98657,0.9881,0.99068,0.87006,0.97845,0.97981,0.98287,0.77064,0.56645,2.46074,0.26509,1.26066,0,7.13003e-05,7.13003e-05,7.13003e-05
305,12716.7,0.14702,0.31309,0.11452,0.76357,0,0.98657,0.98809,0.99066,0.87017,0.97854,0.97988,0.98295,0.77018,0.56671,2.46604,0.26522,1.2614,0,6.82353e-05,6.82353e-05,6.82353e-05
306,12758.2,0.14712,0.31564,0.11465,0.76253,0,0.9866,0.98813,0.9908,0.87034,0.97885,0.98008,0.98306,0.77045,0.56696,2.46602,0.26483,1.26129,0,6.51703e-05,6.51703e-05,6.51703e-05
307,12799.7,0.15099,0.314,0.11633,0.76437,0,0.98661,0.9883,0.99084,0.87022,0.97917,0.98056,0.98354,0.77034,0.56649,2.46556,0.26523,1.26103,0,6.21053e-05,6.21053e-05,6.21053e-05
308,12841.1,0.14676,0.31262,0.11415,0.7644,0,0.98664,0.98831,0.99081,0.87018,0.97895,0.98035,0.98332,0.77042,0.56617,2.46632,0.26528,1.26092,0,5.90402e-05,5.90402e-05,5.90402e-05
309,12882.7,0.14921,0.3145,0.11539,0.76443,0,0.98653,0.9882,0.9909,0.86996,0.97864,0.98013,0.98338,0.77046,0.56607,2.47667,0.26568,1.26152,0,5.59752e-05,5.59752e-05,5.59752e-05
310,12924.2,0.15056,0.31537,0.11545,0.76496,0,0.98643,0.98802,0.9908,0.87024,0.97878,0.98016,0.98332,0.77048,0.56618,2.48501,0.2659,1.26202,0,5.29102e-05,5.29102e-05,5.29102e-05
311,12965.8,0.14575,0.30641,0.11377,0.763,0,0.98654,0.98812,0.99082,0.87026,0.97851,0.97992,0.98309,0.7707,0.56595,2.48333,0.26589,1.26149,0,4.98452e-05,4.98452e-05,4.98452e-05
312,13007.3,0.14928,0.31918,0.1147,0.76562,0,0.98645,0.98804,0.99078,0.87043,0.97885,0.97985,0.98315,0.77071,0.56574,2.48246,0.26551,1.26152,0,4.67802e-05,4.67802e-05,4.67802e-05
313,13049.6,0.14656,0.31419,0.11445,0.76425,0,0.98655,0.988,0.99078,0.87064,0.97894,0.97995,0.98332,0.77049,0.56567,2.47852,0.26581,1.26135,0,4.37152e-05,4.37152e-05,4.37152e-05
314,13093.2,0.1487,0.32101,0.11437,0.76473,0,0.9866,0.98799,0.99077,0.87075,0.97905,0.98022,0.98349,0.77043,0.56529,2.47503,0.26553,1.26115,0,4.06502e-05,4.06502e-05,4.06502e-05
315,13135.8,0.14852,0.31857,0.11457,0.76502,0,0.98665,0.98808,0.99082,0.87097,0.97896,0.98006,0.98339,0.77085,0.56466,2.46458,0.26525,1.2599,0,3.75851e-05,3.75851e-05,3.75851e-05
316,13178.1,0.14205,0.3079,0.11216,0.7622,0,0.9866,0.98812,0.99089,0.87112,0.9789,0.97999,0.98329,0.77144,0.56441,2.45687,0.26503,1.25949,0,3.45201e-05,3.45201e-05,3.45201e-05
317,13220.5,0.14745,0.31599,0.11392,0.76382,0,0.98666,0.9881,0.99088,0.87116,0.97899,0.98011,0.98341,0.77131,0.5643,2.45936,0.26472,1.26,0,3.14551e-05,3.14551e-05,3.14551e-05
318,13262.1,0.14521,0.31031,0.1132,0.7638,0,0.98664,0.98807,0.99084,0.87113,0.979,0.98026,0.98351,0.77167,0.56448,2.46443,0.26522,1.26048,0,2.83901e-05,2.83901e-05,2.83901e-05
319,13304.7,0.14376,0.31246,0.11284,0.7628,0,0.98666,0.98806,0.99083,0.871,0.97916,0.9802,0.98354,0.77169,0.56444,2.46853,0.26522,1.26089,0,2.53251e-05,2.53251e-05,2.53251e-05
320,13346.3,0.14569,0.32205,0.113,0.76319,0,0.98675,0.98819,0.99084,0.87103,0.97918,0.98034,0.98366,0.77184,0.56444,2.47012,0.26511,1.26103,0,2.22601e-05,2.22601e-05,2.22601e-05
321,13388.7,0.14113,0.30536,0.11208,0.7627,0,0.98669,0.98812,0.99079,0.87106,0.97917,0.98022,0.98359,0.77144,0.56472,2.47266,0.26545,1.26162,0,1.9195e-05,1.9195e-05,1.9195e-05
322,13430.3,0.14565,0.31634,0.11321,0.76368,0,0.9867,0.98808,0.99081,0.87093,0.97923,0.98027,0.98362,0.77144,0.56464,2.47481,0.26554,1.26196,0,1.613e-05,1.613e-05,1.613e-05
323,13472,0.14453,0.31602,0.11282,0.7638,0,0.98678,0.98805,0.99085,0.87104,0.97941,0.98038,0.98378,0.77154,0.56463,2.47624,0.2655,1.26205,0,1.3065e-05,1.3065e-05,1.3065e-05
